urn:cts:TraveLab:BT:en:Adler:token:1.1	These
urn:cts:TraveLab:BT:en:Adler:token:455.57	thereof
urn:cts:TraveLab:BT:en:Adler:token:455.58	.
urn:cts:TraveLab:BT:en:Adler:token:456.1	He
urn:cts:TraveLab:BT:en:Adler:token:456.2	then
urn:cts:TraveLab:BT:en:Adler:token:456.3	came
urn:cts:TraveLab:BT:en:Adler:token:456.4	to
urn:cts:TraveLab:BT:en:Adler:token:456.5	Rachel’s
urn:cts:TraveLab:BT:en:Adler:token:456.6	grave
urn:cts:TraveLab:BT:en:Adler:token:456.7	,
urn:cts:TraveLab:BT:en:Adler:token:456.8	at
urn:cts:TraveLab:BT:en:Adler:token:456.9	Ephroth
urn:cts:TraveLab:BT:en:Adler:token:456.10	,
urn:cts:TraveLab:BT:en:Adler:token:456.11	half
urn:cts:TraveLab:BT:en:Adler:token:456.12	a
urn:cts:TraveLab:BT:en:Adler:token:456.13	day’s
urn:cts:TraveLab:BT:en:Adler:token:456.14	journey
urn:cts:TraveLab:BT:en:Adler:token:456.15	from
urn:cts:TraveLab:BT:en:Adler:token:456.16	Jerusalem
urn:cts:TraveLab:BT:en:Adler:token:456.17	.
urn:cts:TraveLab:BT:en:Adler:token:457.1	Upon
urn:cts:TraveLab:BT:en:Adler:token:457.2	her
urn:cts:TraveLab:BT:en:Adler:token:457.3	grave
urn:cts:TraveLab:BT:en:Adler:token:457.4	are
urn:cts:TraveLab:BT:en:Adler:token:457.5	eleven
urn:cts:TraveLab:BT:en:Adler:token:457.6	stones
urn:cts:TraveLab:BT:en:Adler:token:457.7	,
urn:cts:TraveLab:BT:en:Adler:token:457.8	according
urn:cts:TraveLab:BT:en:Adler:token:457.9	to
urn:cts:TraveLab:BT:en:Adler:token:457.10	the
urn:cts:TraveLab:BT:en:Adler:token:457.11	number
urn:cts:TraveLab:BT:en:Adler:token:457.12	of
urn:cts:TraveLab:BT:en:Adler:token:457.13	the
urn:cts:TraveLab:BT:en:Adler:token:457.14	eleven
urn:cts:TraveLab:BT:en:Adler:token:457.15	tribes
urn:cts:TraveLab:BT:en:Adler:token:457.16	;
urn:cts:TraveLab:BT:en:Adler:token:457.17	and
urn:cts:TraveLab:BT:en:Adler:token:457.18	because
urn:cts:TraveLab:BT:en:Adler:token:457.19	Benjamin
urn:cts:TraveLab:BT:en:Adler:token:457.20	was
urn:cts:TraveLab:BT:en:Adler:token:457.21	only
urn:cts:TraveLab:BT:en:Adler:token:457.22	born
urn:cts:TraveLab:BT:en:Adler:token:457.23	at
urn:cts:TraveLab:BT:en:Adler:token:457.24	her
urn:cts:TraveLab:BT:en:Adler:token:457.25	death
urn:cts:TraveLab:BT:en:Adler:token:457.26	there
urn:cts:TraveLab:BT:en:Adler:token:457.27	is
urn:cts:TraveLab:BT:en:Adler:token:457.28	no
urn:cts:TraveLab:BT:en:Adler:token:457.29	stone
urn:cts:TraveLab:BT:en:Adler:token:457.30	erected
urn:cts:TraveLab:BT:en:Adler:token:457.31	for
urn:cts:TraveLab:BT:en:Adler:token:457.32	him
urn:cts:TraveLab:BT:en:Adler:token:457.33	.
urn:cts:TraveLab:BT:en:Adler:token:458.1	They
urn:cts:TraveLab:BT:en:Adler:token:458.2	are
urn:cts:TraveLab:BT:en:Adler:token:458.3	of
urn:cts:TraveLab:BT:en:Adler:token:458.4	marble
urn:cts:TraveLab:BT:en:Adler:token:458.5	.
urn:cts:TraveLab:BT:en:Adler:token:459.1	The
urn:cts:TraveLab:BT:en:Adler:token:459.2	stone
urn:cts:TraveLab:BT:en:Adler:token:459.3	of
urn:cts:TraveLab:BT:en:Adler:token:459.4	Jacob
urn:cts:TraveLab:BT:en:Adler:token:459.5	,
urn:cts:TraveLab:BT:en:Adler:token:459.6	however
urn:cts:TraveLab:BT:en:Adler:token:459.7	,
urn:cts:TraveLab:BT:en:Adler:token:459.8	consisting
urn:cts:TraveLab:BT:en:Adler:token:459.9	of
urn:cts:TraveLab:BT:en:Adler:token:459.10	one
urn:cts:TraveLab:BT:en:Adler:token:459.11	piece
urn:cts:TraveLab:BT:en:Adler:token:459.12	of
urn:cts:TraveLab:BT:en:Adler:token:459.13	marble
urn:cts:TraveLab:BT:en:Adler:token:459.14	,
urn:cts:TraveLab:BT:en:Adler:token:459.15	above
urn:cts:TraveLab:BT:en:Adler:token:459.16	all
urn:cts:TraveLab:BT:en:Adler:token:459.17	of
urn:cts:TraveLab:BT:en:Adler:token:459.18	them
urn:cts:TraveLab:BT:en:Adler:token:459.19	,
urn:cts:TraveLab:BT:en:Adler:token:459.20	is
urn:cts:TraveLab:BT:en:Adler:token:459.21	very
urn:cts:TraveLab:BT:en:Adler:token:459.22	large
urn:cts:TraveLab:BT:en:Adler:token:459.23	,
urn:cts:TraveLab:BT:en:Adler:token:459.24	a
urn:cts:TraveLab:BT:en:Adler:token:459.25	load
urn:cts:TraveLab:BT:en:Adler:token:459.26	for
urn:cts:TraveLab:BT:en:Adler:token:459.27	many
urn:cts:TraveLab:BT:en:Adler:token:459.28	persons
urn:cts:TraveLab:BT:en:Adler:token:459.29	.
urn:cts:TraveLab:BT:en:Adler:token:460.1	A
urn:cts:TraveLab:BT:en:Adler:token:460.2	mile
urn:cts:TraveLab:BT:en:Adler:token:460.3	from
urn:cts:TraveLab:BT:en:Adler:token:460.4	hence
urn:cts:TraveLab:BT:en:Adler:token:460.5	are
urn:cts:TraveLab:BT:en:Adler:token:460.6	priests
urn:cts:TraveLab:BT:en:Adler:token:460.7	who
urn:cts:TraveLab:BT:en:Adler:token:460.8	took
urn:cts:TraveLab:BT:en:Adler:token:460.9	away
urn:cts:TraveLab:BT:en:Adler:token:460.10	the
urn:cts:TraveLab:BT:en:Adler:token:460.11	large
urn:cts:TraveLab:BT:en:Adler:token:460.12	stone
urn:cts:TraveLab:BT:en:Adler:token:460.13	from
urn:cts:TraveLab:BT:en:Adler:token:460.14	the
urn:cts:TraveLab:BT:en:Adler:token:460.15	grave
urn:cts:TraveLab:BT:en:Adler:token:460.16	and
urn:cts:TraveLab:BT:en:Adler:token:460.17	placed
urn:cts:TraveLab:BT:en:Adler:token:460.18	it
urn:cts:TraveLab:BT:en:Adler:token:460.19	in
urn:cts:TraveLab:BT:en:Adler:token:460.20	a
urn:cts:TraveLab:BT:en:Adler:token:460.21	building
urn:cts:TraveLab:BT:en:Adler:token:460.22	for
urn:cts:TraveLab:BT:en:Adler:token:460.23	strange
urn:cts:TraveLab:BT:en:Adler:token:460.24	service
urn:cts:TraveLab:BT:en:Adler:token:460.25	.
urn:cts:TraveLab:BT:en:Adler:token:460.26	102
urn:cts:TraveLab:BT:en:Adler:token:461.1	In
urn:cts:TraveLab:BT:en:Adler:token:461.2	the
urn:cts:TraveLab:BT:en:Adler:token:461.3	morning
urn:cts:TraveLab:BT:en:Adler:token:461.4	,
urn:cts:TraveLab:BT:en:Adler:token:461.5	however
urn:cts:TraveLab:BT:en:Adler:token:461.6	,
urn:cts:TraveLab:BT:en:Adler:token:461.7	it
urn:cts:TraveLab:BT:en:Adler:token:461.8	was
urn:cts:TraveLab:BT:en:Adler:token:461.9	seen
urn:cts:TraveLab:BT:en:Adler:token:461.10	on
urn:cts:TraveLab:BT:en:Adler:token:461.11	the
urn:cts:TraveLab:BT:en:Adler:token:461.12	grave
urn:cts:TraveLab:BT:en:Adler:token:461.13	as
urn:cts:TraveLab:BT:en:Adler:token:461.14	before
urn:cts:TraveLab:BT:en:Adler:token:461.15	.
urn:cts:TraveLab:BT:en:Adler:token:462.1	This
urn:cts:TraveLab:BT:en:Adler:token:462.2	was
urn:cts:TraveLab:BT:en:Adler:token:462.3	repeated
urn:cts:TraveLab:BT:en:Adler:token:462.4	several
urn:cts:TraveLab:BT:en:Adler:token:462.5	times
urn:cts:TraveLab:BT:en:Adler:token:462.6	,
urn:cts:TraveLab:BT:en:Adler:token:462.7	until
urn:cts:TraveLab:BT:en:Adler:token:462.8	at
urn:cts:TraveLab:BT:en:Adler:token:462.9	last
urn:cts:TraveLab:BT:en:Adler:token:462.10	they
urn:cts:TraveLab:BT:en:Adler:token:462.11	abstained
urn:cts:TraveLab:BT:en:Adler:token:462.12	from
urn:cts:TraveLab:BT:en:Adler:token:462.13	carrying
urn:cts:TraveLab:BT:en:Adler:token:462.14	it
urn:cts:TraveLab:BT:en:Adler:token:462.15	away
urn:cts:TraveLab:BT:en:Adler:token:462.16	.
urn:cts:TraveLab:BT:en:Adler:token:463.1	On
urn:cts:TraveLab:BT:en:Adler:token:463.2	the
urn:cts:TraveLab:BT:en:Adler:token:463.3	stone
urn:cts:TraveLab:BT:en:Adler:token:463.4	is
urn:cts:TraveLab:BT:en:Adler:token:463.5	engraved
urn:cts:TraveLab:BT:en:Adler:token:463.6	the
urn:cts:TraveLab:BT:en:Adler:token:463.7	name
urn:cts:TraveLab:BT:en:Adler:token:463.8	of
urn:cts:TraveLab:BT:en:Adler:token:463.9	Jacob
urn:cts:TraveLab:BT:en:Adler:token:463.10	.
urn:cts:TraveLab:BT:en:Adler:token:464.1	He
urn:cts:TraveLab:BT:en:Adler:token:464.2	also
urn:cts:TraveLab:BT:en:Adler:token:464.3	saw
urn:cts:TraveLab:BT:en:Adler:token:464.4	the
urn:cts:TraveLab:BT:en:Adler:token:464.5	stone
urn:cts:TraveLab:BT:en:Adler:token:464.6	over
urn:cts:TraveLab:BT:en:Adler:token:464.7	the
urn:cts:TraveLab:BT:en:Adler:token:464.8	well
urn:cts:TraveLab:BT:en:Adler:token:464.9	near
urn:cts:TraveLab:BT:en:Adler:token:464.10	Haran
urn:cts:TraveLab:BT:en:Adler:token:464.11	.
urn:cts:TraveLab:BT:en:Adler:token:465.1	Forty
urn:cts:TraveLab:BT:en:Adler:token:465.2	persons
urn:cts:TraveLab:BT:en:Adler:token:465.3	could
urn:cts:TraveLab:BT:en:Adler:token:465.4	not
urn:cts:TraveLab:BT:en:Adler:token:465.5	move
urn:cts:TraveLab:BT:en:Adler:token:465.6	it
urn:cts:TraveLab:BT:en:Adler:token:465.7	from
urn:cts:TraveLab:BT:en:Adler:token:465.8	its
urn:cts:TraveLab:BT:en:Adler:token:465.9	place
urn:cts:TraveLab:BT:en:Adler:token:465.10	.
urn:cts:TraveLab:BT:en:Adler:token:466.1	The
urn:cts:TraveLab:BT:en:Adler:token:466.2	well
urn:cts:TraveLab:BT:en:Adler:token:466.3	is
urn:cts:TraveLab:BT:en:Adler:token:466.4	about
urn:cts:TraveLab:BT:en:Adler:token:466.5	thirty
urn:cts:TraveLab:BT:en:Adler:token:466.6	cubits
urn:cts:TraveLab:BT:en:Adler:token:466.7	deep
urn:cts:TraveLab:BT:en:Adler:token:466.8	;
urn:cts:TraveLab:BT:en:Adler:token:466.9	there
urn:cts:TraveLab:BT:en:Adler:token:466.10	is
urn:cts:TraveLab:BT:en:Adler:token:466.11	,
urn:cts:TraveLab:BT:en:Adler:token:466.12	however
urn:cts:TraveLab:BT:en:Adler:token:466.13	,
urn:cts:TraveLab:BT:en:Adler:token:466.14	no
urn:cts:TraveLab:BT:en:Adler:token:466.15	water
urn:cts:TraveLab:BT:en:Adler:token:466.16	in
urn:cts:TraveLab:BT:en:Adler:token:466.17	it
urn:cts:TraveLab:BT:en:Adler:token:466.18	.
urn:cts:TraveLab:BT:en:Adler:token:467.1	He
urn:cts:TraveLab:BT:en:Adler:token:467.2	then
urn:cts:TraveLab:BT:en:Adler:token:467.3	went
urn:cts:TraveLab:BT:en:Adler:token:467.4	to
urn:cts:TraveLab:BT:en:Adler:token:467.5	Jerusalem
urn:cts:TraveLab:BT:en:Adler:token:467.6	.
urn:cts:TraveLab:BT:en:Adler:token:468.1	The
urn:cts:TraveLab:BT:en:Adler:token:468.2	only
urn:cts:TraveLab:BT:en:Adler:token:468.3	Jew
urn:cts:TraveLab:BT:en:Adler:token:468.4	there
urn:cts:TraveLab:BT:en:Adler:token:468.5	is
urn:cts:TraveLab:BT:en:Adler:token:468.6	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:468.7	Abraham
urn:cts:TraveLab:BT:en:Adler:token:468.8	,
urn:cts:TraveLab:BT:en:Adler:token:468.9	the
urn:cts:TraveLab:BT:en:Adler:token:468.10	dyer
urn:cts:TraveLab:BT:en:Adler:token:468.11	,
urn:cts:TraveLab:BT:en:Adler:token:468.12	103
urn:cts:TraveLab:BT:en:Adler:token:468.13	and
urn:cts:TraveLab:BT:en:Adler:token:468.14	he
urn:cts:TraveLab:BT:en:Adler:token:468.15	pays
urn:cts:TraveLab:BT:en:Adler:token:468.16	a
urn:cts:TraveLab:BT:en:Adler:token:468.17	heavy
urn:cts:TraveLab:BT:en:Adler:token:468.18	tax
urn:cts:TraveLab:BT:en:Adler:token:468.19	to
urn:cts:TraveLab:BT:en:Adler:token:468.20	the
urn:cts:TraveLab:BT:en:Adler:token:468.21	king
urn:cts:TraveLab:BT:en:Adler:token:468.22	to
urn:cts:TraveLab:BT:en:Adler:token:468.23	be
urn:cts:TraveLab:BT:en:Adler:token:468.24	permitted
urn:cts:TraveLab:BT:en:Adler:token:468.25	to
urn:cts:TraveLab:BT:en:Adler:token:468.26	remain
urn:cts:TraveLab:BT:en:Adler:token:468.27	there
urn:cts:TraveLab:BT:en:Adler:token:468.28	.
urn:cts:TraveLab:BT:en:Adler:token:469.1	They
urn:cts:TraveLab:BT:en:Adler:token:469.2	showed
urn:cts:TraveLab:BT:en:Adler:token:469.3	him
urn:cts:TraveLab:BT:en:Adler:token:469.4	Mount
urn:cts:TraveLab:BT:en:Adler:token:469.5	Olivet
urn:cts:TraveLab:BT:en:Adler:token:469.6	,
urn:cts:TraveLab:BT:en:Adler:token:469.7	and
urn:cts:TraveLab:BT:en:Adler:token:469.8	he
urn:cts:TraveLab:BT:en:Adler:token:469.9	saw
urn:cts:TraveLab:BT:en:Adler:token:469.10	that
urn:cts:TraveLab:BT:en:Adler:token:469.11	the
urn:cts:TraveLab:BT:en:Adler:token:469.12	pavement
urn:cts:TraveLab:BT:en:Adler:token:469.13	was
urn:cts:TraveLab:BT:en:Adler:token:469.14	three
urn:cts:TraveLab:BT:en:Adler:token:469.15	cubits
urn:cts:TraveLab:BT:en:Adler:token:469.16	high
urn:cts:TraveLab:BT:en:Adler:token:469.17	,
urn:cts:TraveLab:BT:en:Adler:token:469.18	which
urn:cts:TraveLab:BT:en:Adler:token:469.19	is
urn:cts:TraveLab:BT:en:Adler:token:469.20	the
urn:cts:TraveLab:BT:en:Adler:token:469.21	breadth
urn:cts:TraveLab:BT:en:Adler:token:469.22	thereof
urn:cts:TraveLab:BT:en:Adler:token:469.23	.
urn:cts:TraveLab:BT:en:Adler:token:469.24	104
urn:cts:TraveLab:BT:en:Adler:token:470.1	There
urn:cts:TraveLab:BT:en:Adler:token:470.2	is
urn:cts:TraveLab:BT:en:Adler:token:470.3	also
urn:cts:TraveLab:BT:en:Adler:token:470.4	there
urn:cts:TraveLab:BT:en:Adler:token:470.5	a
urn:cts:TraveLab:BT:en:Adler:token:470.6	beautiful
urn:cts:TraveLab:BT:en:Adler:token:470.7	palace
urn:cts:TraveLab:BT:en:Adler:token:470.8	which
urn:cts:TraveLab:BT:en:Adler:token:470.9	the
urn:cts:TraveLab:BT:en:Adler:token:470.10	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:470.11	built
urn:cts:TraveLab:BT:en:Adler:token:470.12	in
urn:cts:TraveLab:BT:en:Adler:token:470.13	ancient
urn:cts:TraveLab:BT:en:Adler:token:470.14	times
urn:cts:TraveLab:BT:en:Adler:token:470.15	,
urn:cts:TraveLab:BT:en:Adler:token:470.16	when
urn:cts:TraveLab:BT:en:Adler:token:470.17	Jerusalem
urn:cts:TraveLab:BT:en:Adler:token:470.18	was
urn:cts:TraveLab:BT:en:Adler:token:470.19	still
urn:cts:TraveLab:BT:en:Adler:token:470.20	in
urn:cts:TraveLab:BT:en:Adler:token:470.21	the
urn:cts:TraveLab:BT:en:Adler:token:470.22	hands
urn:cts:TraveLab:BT:en:Adler:token:470.23	of
urn:cts:TraveLab:BT:en:Adler:token:470.24	the
urn:cts:TraveLab:BT:en:Adler:token:470.25	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:470.26	.
urn:cts:TraveLab:BT:en:Adler:token:471.1	Then
urn:cts:TraveLab:BT:en:Adler:token:471.2	came
urn:cts:TraveLab:BT:en:Adler:token:471.3	worthless
urn:cts:TraveLab:BT:en:Adler:token:471.4	persons
urn:cts:TraveLab:BT:en:Adler:token:471.5	who
urn:cts:TraveLab:BT:en:Adler:token:471.6	brought
urn:cts:TraveLab:BT:en:Adler:token:471.7	to
urn:cts:TraveLab:BT:en:Adler:token:471.8	the
urn:cts:TraveLab:BT:en:Adler:token:471.9	king
urn:cts:TraveLab:BT:en:Adler:token:471.10	of
urn:cts:TraveLab:BT:en:Adler:token:471.11	the
urn:cts:TraveLab:BT:en:Adler:token:471.12	Ishmaelites
urn:cts:TraveLab:BT:en:Adler:token:471.13	the
urn:cts:TraveLab:BT:en:Adler:token:471.14	slanderous
urn:cts:TraveLab:BT:en:Adler:token:471.15	report
urn:cts:TraveLab:BT:en:Adler:token:471.16	,
urn:cts:TraveLab:BT:en:Adler:token:471.17	saying
urn:cts:TraveLab:BT:en:Adler:token:471.18	,
urn:cts:TraveLab:BT:en:Adler:token:471.19	There
urn:cts:TraveLab:BT:en:Adler:token:471.20	is
urn:cts:TraveLab:BT:en:Adler:token:471.21	an
urn:cts:TraveLab:BT:en:Adler:token:471.22	old
urn:cts:TraveLab:BT:en:Adler:token:471.23	man
urn:cts:TraveLab:BT:en:Adler:token:471.24	among
urn:cts:TraveLab:BT:en:Adler:token:471.25	us
urn:cts:TraveLab:BT:en:Adler:token:471.26	who
urn:cts:TraveLab:BT:en:Adler:token:471.27	knows
urn:cts:TraveLab:BT:en:Adler:token:471.28	the
urn:cts:TraveLab:BT:en:Adler:token:471.29	locality
urn:cts:TraveLab:BT:en:Adler:token:471.30	of
urn:cts:TraveLab:BT:en:Adler:token:471.31	the
urn:cts:TraveLab:BT:en:Adler:token:471.32	temple
urn:cts:TraveLab:BT:en:Adler:token:471.33	and
urn:cts:TraveLab:BT:en:Adler:token:471.34	the
urn:cts:TraveLab:BT:en:Adler:token:471.35	court
urn:cts:TraveLab:BT:en:Adler:token:471.36	.
urn:cts:TraveLab:BT:en:Adler:token:472.1	Then
urn:cts:TraveLab:BT:en:Adler:token:472.2	the
urn:cts:TraveLab:BT:en:Adler:token:472.3	king
urn:cts:TraveLab:BT:en:Adler:token:472.4	urged
urn:cts:TraveLab:BT:en:Adler:token:472.5	him
urn:cts:TraveLab:BT:en:Adler:token:472.6	until
urn:cts:TraveLab:BT:en:Adler:token:472.7	he
urn:cts:TraveLab:BT:en:Adler:token:472.8	pointed
urn:cts:TraveLab:BT:en:Adler:token:472.9	it
urn:cts:TraveLab:BT:en:Adler:token:472.10	out
urn:cts:TraveLab:BT:en:Adler:token:472.11	.
urn:cts:TraveLab:BT:en:Adler:token:473.1	The
urn:cts:TraveLab:BT:en:Adler:token:473.2	king
urn:cts:TraveLab:BT:en:Adler:token:473.3	was
urn:cts:TraveLab:BT:en:Adler:token:473.4	a
urn:cts:TraveLab:BT:en:Adler:token:473.5	friend
urn:cts:TraveLab:BT:en:Adler:token:473.6	of
urn:cts:TraveLab:BT:en:Adler:token:473.7	the
urn:cts:TraveLab:BT:en:Adler:token:473.8	Jews
urn:cts:TraveLab:BT:en:Adler:token:473.9	,
urn:cts:TraveLab:BT:en:Adler:token:473.10	and
urn:cts:TraveLab:BT:en:Adler:token:473.11	said
urn:cts:TraveLab:BT:en:Adler:token:473.12	,
urn:cts:TraveLab:BT:en:Adler:token:473.13	I
urn:cts:TraveLab:BT:en:Adler:token:473.14	will
urn:cts:TraveLab:BT:en:Adler:token:473.15	build
urn:cts:TraveLab:BT:en:Adler:token:473.16	here
urn:cts:TraveLab:BT:en:Adler:token:473.17	a
urn:cts:TraveLab:BT:en:Adler:token:473.18	temple
urn:cts:TraveLab:BT:en:Adler:token:473.19	,
urn:cts:TraveLab:BT:en:Adler:token:473.20	and
urn:cts:TraveLab:BT:en:Adler:token:473.21	none
urn:cts:TraveLab:BT:en:Adler:token:473.22	but
urn:cts:TraveLab:BT:en:Adler:token:473.23	Jews
urn:cts:TraveLab:BT:en:Adler:token:473.24	shall
urn:cts:TraveLab:BT:en:Adler:token:473.25	pray
urn:cts:TraveLab:BT:en:Adler:token:473.26	therein
urn:cts:TraveLab:BT:en:Adler:token:473.27	.
urn:cts:TraveLab:BT:en:Adler:token:474.1	He
urn:cts:TraveLab:BT:en:Adler:token:474.2	built
urn:cts:TraveLab:BT:en:Adler:token:474.3	the
urn:cts:TraveLab:BT:en:Adler:token:474.4	temple
urn:cts:TraveLab:BT:en:Adler:token:474.5	of
urn:cts:TraveLab:BT:en:Adler:token:474.6	marble
urn:cts:TraveLab:BT:en:Adler:token:474.7	stone
urn:cts:TraveLab:BT:en:Adler:token:474.8	,
urn:cts:TraveLab:BT:en:Adler:token:474.9	a
urn:cts:TraveLab:BT:en:Adler:token:474.10	beautiful
urn:cts:TraveLab:BT:en:Adler:token:474.11	structure
urn:cts:TraveLab:BT:en:Adler:token:474.12	consisting
urn:cts:TraveLab:BT:en:Adler:token:474.13	of
urn:cts:TraveLab:BT:en:Adler:token:474.14	red
urn:cts:TraveLab:BT:en:Adler:token:474.15	,
urn:cts:TraveLab:BT:en:Adler:token:474.16	green
urn:cts:TraveLab:BT:en:Adler:token:474.17	,
urn:cts:TraveLab:BT:en:Adler:token:474.18	and
urn:cts:TraveLab:BT:en:Adler:token:474.19	variegated
urn:cts:TraveLab:BT:en:Adler:token:474.20	marble
urn:cts:TraveLab:BT:en:Adler:token:474.21	.
urn:cts:TraveLab:BT:en:Adler:token:475.1	Then
urn:cts:TraveLab:BT:en:Adler:token:475.2	came
urn:cts:TraveLab:BT:en:Adler:token:475.3	Gentiles
urn:cts:TraveLab:BT:en:Adler:token:475.4	and
urn:cts:TraveLab:BT:en:Adler:token:475.5	put
urn:cts:TraveLab:BT:en:Adler:token:475.6	images
urn:cts:TraveLab:BT:en:Adler:token:475.7	in
urn:cts:TraveLab:BT:en:Adler:token:475.8	it
urn:cts:TraveLab:BT:en:Adler:token:475.9	;
urn:cts:TraveLab:BT:en:Adler:token:475.10	but
urn:cts:TraveLab:BT:en:Adler:token:475.11	they
urn:cts:TraveLab:BT:en:Adler:token:475.12	fell
urn:cts:TraveLab:BT:en:Adler:token:475.13	down
urn:cts:TraveLab:BT:en:Adler:token:475.14	.
urn:cts:TraveLab:BT:en:Adler:token:476.1	They
urn:cts:TraveLab:BT:en:Adler:token:476.2	then
urn:cts:TraveLab:BT:en:Adler:token:476.3	fixed
urn:cts:TraveLab:BT:en:Adler:token:476.4	the
urn:cts:TraveLab:BT:en:Adler:token:476.5	images
urn:cts:TraveLab:BT:en:Adler:token:476.6	in
urn:cts:TraveLab:BT:en:Adler:token:476.7	the
urn:cts:TraveLab:BT:en:Adler:token:476.8	thickness
urn:cts:TraveLab:BT:en:Adler:token:476.9	of
urn:cts:TraveLab:BT:en:Adler:token:476.10	the
urn:cts:TraveLab:BT:en:Adler:token:476.11	wall
urn:cts:TraveLab:BT:en:Adler:token:476.12	;
urn:cts:TraveLab:BT:en:Adler:token:476.13	but
urn:cts:TraveLab:BT:en:Adler:token:476.14	in
urn:cts:TraveLab:BT:en:Adler:token:476.15	the
urn:cts:TraveLab:BT:en:Adler:token:476.16	holy
urn:cts:TraveLab:BT:en:Adler:token:476.17	of
urn:cts:TraveLab:BT:en:Adler:token:476.18	holies
urn:cts:TraveLab:BT:en:Adler:token:476.19	they
urn:cts:TraveLab:BT:en:Adler:token:476.20	could
urn:cts:TraveLab:BT:en:Adler:token:476.21	not
urn:cts:TraveLab:BT:en:Adler:token:476.22	place
urn:cts:TraveLab:BT:en:Adler:token:476.23	any
urn:cts:TraveLab:BT:en:Adler:token:476.24	.
urn:cts:TraveLab:BT:en:Adler:token:476.25	105
urn:cts:TraveLab:BT:en:Adler:token:477.1	The
urn:cts:TraveLab:BT:en:Adler:token:477.2	hospital
	106
urn:cts:TraveLab:BT:en:Adler:token:477.4	where
urn:cts:TraveLab:BT:en:Adler:token:477.5	the
urn:cts:TraveLab:BT:en:Adler:token:477.6	poor
urn:cts:TraveLab:BT:en:Adler:token:477.7	are
urn:cts:TraveLab:BT:en:Adler:token:477.8	is
urn:cts:TraveLab:BT:en:Adler:token:477.9	on
urn:cts:TraveLab:BT:en:Adler:token:477.10	another
urn:cts:TraveLab:BT:en:Adler:token:477.11	side
urn:cts:TraveLab:BT:en:Adler:token:477.12	.
urn:cts:TraveLab:BT:en:Adler:token:478.1	The
urn:cts:TraveLab:BT:en:Adler:token:478.2	ground
urn:cts:TraveLab:BT:en:Adler:token:478.3	is
urn:cts:TraveLab:BT:en:Adler:token:478.4	cleft
urn:cts:TraveLab:BT:en:Adler:token:478.5	,
urn:cts:TraveLab:BT:en:Adler:token:478.6	and
urn:cts:TraveLab:BT:en:Adler:token:478.7	is
urn:cts:TraveLab:BT:en:Adler:token:478.8	called
urn:cts:TraveLab:BT:en:Adler:token:478.9	Valley
urn:cts:TraveLab:BT:en:Adler:token:478.10	of
urn:cts:TraveLab:BT:en:Adler:token:478.11	the
urn:cts:TraveLab:BT:en:Adler:token:478.12	Son
urn:cts:TraveLab:BT:en:Adler:token:478.13	of
urn:cts:TraveLab:BT:en:Adler:token:478.14	Hinom
urn:cts:TraveLab:BT:en:Adler:token:478.15	,
urn:cts:TraveLab:BT:en:Adler:token:478.16	where
urn:cts:TraveLab:BT:en:Adler:token:478.17	their
urn:cts:TraveLab:BT:en:Adler:token:478.18	burial
urn:cts:TraveLab:BT:en:Adler:token:478.19	place
urn:cts:TraveLab:BT:en:Adler:token:478.20	is
urn:cts:TraveLab:BT:en:Adler:token:478.21	.
urn:cts:TraveLab:BT:en:Adler:token:479.1	The
urn:cts:TraveLab:BT:en:Adler:token:479.2	circuit
urn:cts:TraveLab:BT:en:Adler:token:479.3	of
urn:cts:TraveLab:BT:en:Adler:token:479.4	the
urn:cts:TraveLab:BT:en:Adler:token:479.5	land
urn:cts:TraveLab:BT:en:Adler:token:479.6	of
urn:cts:TraveLab:BT:en:Adler:token:479.7	Israel
urn:cts:TraveLab:BT:en:Adler:token:479.8	may
urn:cts:TraveLab:BT:en:Adler:token:479.9	be
urn:cts:TraveLab:BT:en:Adler:token:479.10	made
urn:cts:TraveLab:BT:en:Adler:token:479.11	in
urn:cts:TraveLab:BT:en:Adler:token:479.12	about
urn:cts:TraveLab:BT:en:Adler:token:479.13	three
urn:cts:TraveLab:BT:en:Adler:token:479.14	days
urn:cts:TraveLab:BT:en:Adler:token:479.15	.
urn:cts:TraveLab:BT:en:Adler:token:480.1	He
urn:cts:TraveLab:BT:en:Adler:token:480.2	saw
urn:cts:TraveLab:BT:en:Adler:token:480.3	the
urn:cts:TraveLab:BT:en:Adler:token:480.4	salt
urn:cts:TraveLab:BT:en:Adler:token:480.5	sea
urn:cts:TraveLab:BT:en:Adler:token:480.6	of
urn:cts:TraveLab:BT:en:Adler:token:480.7	Sodom
urn:cts:TraveLab:BT:en:Adler:token:480.8	and
urn:cts:TraveLab:BT:en:Adler:token:480.9	Gomorra
urn:cts:TraveLab:BT:en:Adler:token:480.10	.
urn:cts:TraveLab:BT:en:Adler:token:481.1	There
urn:cts:TraveLab:BT:en:Adler:token:481.2	is
urn:cts:TraveLab:BT:en:Adler:token:481.3	no
urn:cts:TraveLab:BT:en:Adler:token:481.4	herb
urn:cts:TraveLab:BT:en:Adler:token:481.5	there
urn:cts:TraveLab:BT:en:Adler:token:481.6	.
